regions,sel_bait_type,mod_name,model_df,AICc,delta,weight,best_model_candidate,mod_r2_partial,d2,lr_number_df,lr_log_lik,lr_df,lr_chisq,lr_pr_chisq,lr_signif,best_model
tanzania,cho,elevation-poly,4,26.55594726262916,7.835181892339797,NA,FALSE,,0.18840858235174718,4,-5.27797363131458,2,2.4505323933744876,0.29367951340386556,,FALSE
tanzania,cho,season,3,23.00588888607308,4.285123515783717,NA,FALSE,,4.54212012929544e-5,3,-6.50294444303654,1,5.90769930568058e-4,0.9806087193075251,,FALSE
tanzania,cho,elevation + season,4,26.769544938945728,8.048779568656364,NA,FALSE,,0.17198617736855304,4,-5.384772469472864,2,2.2369347170579204,0.3267802479772603,,FALSE
tanzania,cho,elevation * season,5,33.83718766841436,15.116422298124995,NA,FALSE,,0.32055499242370245,5,-4.418593834207179,3,4.16929198758929,0.24375437864850907,,FALSE
tanzania,cho,elevation-poly + season,5,35.49811048064112,16.777345110351753,NA,FALSE,,0.1928553491570408,5,-5.249055240320558,3,2.5083691753625317,0.4737804845196531,,FALSE
tanzania,cho,elevation-poly * season,7,NA,NA,NA,NA,,NA,7,NA,5,NA,NA,,NA
tanzania,cho_amino_acid,null,2,20.97081530858798,0,0.697693953832217,TRUE,,0,2,-7.628264797151132,0,0,1,,TRUE
tanzania,cho_amino_acid,elevation,3,23.750953560523158,2.7801382519351776,0.173766321910124,FALSE,,0.09868404373832058,3,-6.875476780261579,1,1.505576033779107,0.21981538738777223,,FALSE
tanzania,cho_amino_acid,elevation-poly,4,28.80847860643189,7.8376632978439105,0.0138591947902091,FALSE,,0.16045922978346455,4,-6.404239303215945,2,2.4480509878703742,0.2940441085146773,,FALSE
tanzania,cho_amino_acid,season,3,24.76503370111459,3.7942183925266093,0.104655222154434,FALSE,,0.032215445206571124,3,-7.382516850557295,1,0.4914958931876754,0.48326077856215416,,FALSE
tanzania,cho_amino_acid,elevation + season,4,29.518215887270344,8.547400578682364,0.00971897592790421,FALSE,,0.11393899879308825,4,-6.759107943635172,2,1.7383137070319208,0.41930493573072036,,FALSE
tanzania,cho_amino_acid,elevation * season,5,38.50621005109133,17.53539474250335,0.000108618142632925,FALSE,,0.11472592979891134,5,-6.753105025545665,3,1.750319543210935,0.6258051565654613,,FALSE
tanzania,cho_amino_acid,elevation-poly + season,5,37.30825153575279,16.337436227164808,0.0001977132424438,FALSE,,0.19324696618099482,5,-6.154125767876394,3,2.9482780585494766,0.39966862000934433,,FALSE
tanzania,cho_amino_acid,elevation-poly * season,7,82.21523074374272,61.24441543515474,3.50436330421316e-14,FALSE,,0.19934407964543602,7,-6.107615371871361,5,3.041298850559542,0.693618665082414,,FALSE
tanzania,h2o,null,2,23.538850611566367,2.348493879918742,0.206152853879226,FALSE,,0,2,-8.912282448640326,0,0,1,,FALSE
tanzania,h2o,elevation,3,21.190356731647626,0,0.667049891333511,TRUE,,0.3721946764964318,3,-5.595178365823813,1,6.6342081656330265,0.010003865384463045,*,TRUE
tanzania,h2o,elevation-poly,4,27.060173913720064,5.869817182072438,0.0354440802983831,FALSE,,0.3794982386690727,4,-5.530086956860032,2,6.764390983560588,0.03397278582507131,*,FALSE
tanzania,h2o,season,3,27.56309877325839,6.372742041610763,0.0275635382632721,FALSE,,0.014668864318935092,3,-8.781549386629194,1,0.2614661240222631,0.6091146925435231,,FALSE
tanzania,h2o,elevation + season,4,25.959956693681306,4.769599962033681,0.0614402318051082,FALSE,,0.44122301155295995,4,-4.979978346840653,2,7.864608203599346,0.01959846363475935,*,FALSE
tanzania,h2o,elevation * season,5,33.305551869725605,12.11519513807798,0.00156090732953147,FALSE,,0.534039012027008,5,-4.152775934862802,3,9.519013027555047,0.023129951601758528,*,FALSE
tanzania,h2o,elevation-poly + season,5,34.671339541702764,13.480982810055139,0.000788497090653432,FALSE,,0.45741511237796095,5,-4.835669770851382,3,8.153225355577888,0.04294889995597616,*,FALSE
tanzania,h2o,elevation-poly * season,7,77.95441323999512,56.764056508347494,3.14774876163062e-13,FALSE,,0.5537387147549021,7,-3.9772066199975598,5,9.870151657285533,0.07899916476461623,,FALSE
tanzania,lipid,null,2,20.146102249305322,0,0.742965709228998,TRUE,,0,2,-7.215908267509803,0,0,1,,TRUE
tanzania,lipid,elevation,3,24.422429568734515,4.276327319429193,0.0875741823227555,FALSE,,6.504355333449577e-4,3,-7.211214784367257,1,0.009386966285092058,0.9228166429083631,,FALSE
tanzania,lipid,elevation-poly,4,29.07250536815036,8.926403118845037,0.00856298061688561,FALSE,,0.09418850105049513,4,-6.53625268407518,2,1.3593111668692472,0.5067915097016671,,FALSE
tanzania,lipid,season,3,23.308987970871385,3.162885721566063,0.152811789640914,FALSE,,0.07780230308662915,3,-6.654493985435693,1,1.1228285641482216,0.28931020519047157,,FALSE
tanzania,lipid,elevation + season,4,29.29860503351665,9.152502784211329,0.00764765067808313,FALSE,,0.07852175079645414,4,-6.6493025167583255,2,1.1332115015029558,0.5674482343727153,,FALSE
tanzania,lipid,elevation * season,5,36.78400874195745,16.637906492652128,0.00018117291822706,FALSE,,0.18347016722649595,5,-5.892004370978725,3,2.6478077930621566,0.449169798553774,,FALSE
tanzania,lipid,elevation-poly + season,5,36.0885414718598,15.942439222554476,0.000256514593974675,FALSE,,0.23166003081089376,5,-5.544270735929899,3,3.3432750631598083,0.3416648351992154,,FALSE
tanzania,lipid,elevation-poly * season,7,78.457475308185,58.311373058879674,1.61739089518908e-13,FALSE,,0.4139701479947133,7,-4.228737654092495,5,5.974341226834618,0.3087236420425737,,FALSE
tanzania,nacl,null,2,22.61884315644732,0,0.541935374447724,TRUE,,0,2,-8.452278721080802,0,0,1,,FALSE
tanzania,nacl,elevation,3,23.541310203156172,0.9224670467088529,0.341693192214214,TRUE,,0.19895505993059406,3,-6.770655101578086,1,3.3632472390054318,0.06666649068980422,,TRUE
tanzania,nacl,elevation-poly,4,29.54012541823613,6.921282261788811,0.0170219830298417,FALSE,,0.19902514664680038,4,-6.770062709118065,2,3.364432023925474,0.18596142635530732,,FALSE
tanzania,nacl,season,3,26.64907667314401,4.03023351669669,0.0722426072996957,FALSE,,0.015113129692493522,3,-8.324538336572004,1,0.25548076901759487,0.6132420673758519,,FALSE
tanzania,nacl,elevation + season,4,28.65495865394041,6.036115497493093,0.0264985233884122,FALSE,,0.2513877575772721,4,-6.327479326970206,2,4.249598788221192,0.11945692962685754,,FALSE
tanzania,nacl,elevation * season,5,37.57344952438871,14.954606367941388,0.000306616828990188,FALSE,,0.25620948271444804,5,-6.286724762194353,3,4.331107917772897,0.2278589231898877,,FALSE
tanzania,nacl,elevation-poly + season,5,37.605762437931844,14.986919281484525,0.000301702791060459,FALSE,,0.2542979914699304,5,-6.302881218965922,3,4.29879500422976,0.23095489229096214,,FALSE
tanzania,nacl,elevation-poly * season,7,82.22929268554071,59.610449529093394,6.16173268103164e-14,FALSE,,0.2765683025194335,7,-6.114646342770357,5,4.675264756620891,0.4567813294122187,,FALSE
