sp_code,subfamily,genus,guild,regions,sites,elevational_bands,transect_number,trap_number_code,elevation,latitude,longitude,bait_type,abundance,seasons,dates,habitat,exposure_time,et_pcode,exl_food_pref,excl_occupancy
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_050_a,1875,-5.75782,145.23633,nacl,0,dry,17_jun_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_051_a,1879,-5.75787,145.2363,h2o,0,dry,17_jun_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_052_a,1886,-5.75797,145.23625,amino_acid,0,dry,17_jun_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_053_a,1893,-5.75808,145.23618,cho_amino_acid,0,dry,17_jun_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_054_a,1897,-5.75815,145.23617,cho,0,dry,17_jun_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_055_a,1897,-5.75819,145.23614,nacl,0,dry,17_jun_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_056_a,1907,-5.75818,145.23615,cho_amino_acid,0,dry,17_jun_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_057_a,1915,-5.75811,145.23607,h2o,0,dry,17_jun_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_058_a,1924,-5.75809,145.23602,amino_acid,0,dry,17_jun_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_059_a,1936,-5.75809,145.236,cho,0,dry,17_jun_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_060_a,1952,-5.75828,145.2359,lipid,0,dry,17_jun_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,1,1700_fp_e_001_b,1527,-5.75484,145.23685,amino_acid,0,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,1,1700_fp_e_002_b,1534,-5.75494,145.23691,h2o,0,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
phei_057,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,1,1700_fp_e_003_b,1541,-5.75494,145.23691,cho,1,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
phei_057,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,1,1700_fp_e_004_b,1553,-5.75495,145.23691,nacl,4,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
phei_057,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,1,1700_fp_e_005_b,1562,-5.75503,145.23692,lipid,33,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,1,1700_fp_e_006_b,1569,-5.7551,145.23685,cho_amino_acid,0,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
phei_057,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,1,1700_fp_e_007_b,1577,-5.75517,145.23681,h2o,4,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
phei_057,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,1,1700_fp_e_008_b,1578,-5.7552,145.2368,amino_acid,2,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,1,1700_fp_e_009_b,1588,-5.75539,145.23673,cho_amino_acid,0,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
phei_044,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,1,1700_fp_e_010_b,1588,-5.75539,145.23673,lipid,3,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
phei_057,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,1,1700_fp_e_010_b,1588,-5.75539,145.23673,lipid,49,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
phei_057,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,1,1700_fp_e_011_b,1594,-5.75549,145.23673,cho,35,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
phei_057,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,1,1700_fp_e_012_b,1600,-5.75555,145.23673,nacl,3,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,1,1700_fp_e_013_b,1610,-5.75563,145.23666,amino_acid,0,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,1,1700_fp_e_014_b,1614,-5.75565,145.23661,nacl,0,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
tetr_026,myrmicinae,tetramorium,predator_scavenger,png,png_1700_m,1700,1,1700_fp_e_015_b,1625,-5.75564,145.23655,cho_amino_acid,2,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,1,1700_fp_e_016_b,1636,-5.7557,145.23649,lipid,0,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,1,1700_fp_e_017_b,1643,-5.75579,145.2365,cho,0,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,1,1700_fp_e_018_b,1647,-5.75582,145.2365,h2o,0,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,1,1700_fp_e_019_b,1659,-5.75582,145.2365,cho,0,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
para_015,formicinae,nylanderia,generalistic,png,png_1700_m,1700,1,1700_fp_e_020_b,1666,-5.75604,145.23658,cho_amino_acid,3,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,1,1700_fp_e_021_b,1676,-5.75604,145.23653,amino_acid,0,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
tetr_026,myrmicinae,tetramorium,predator_scavenger,png,png_1700_m,1700,1,1700_fp_e_022_b,1686,-5.75605,145.23652,lipid,1,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
rhyt_002,ectatomminae,rhytidoponera,predator_scavenger,png,png_1700_m,1700,1,1700_fp_e_023_b,1698,-5.756,145.23652,h2o,1,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
phei_057,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,1,1700_fp_e_024_b,1711,-5.75613,145.23653,nacl,3,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
phei_054,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,1,1700_fp_e_025_b,1726,-5.75614,145.23654,nacl,2,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
phei_057,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,1,1700_fp_e_025_b,1726,-5.75614,145.23654,nacl,24,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
tetr_026,myrmicinae,tetramorium,predator_scavenger,png,png_1700_m,1700,1,1700_fp_e_026_b,1737,-5.75625,145.23672,cho,2,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,1,1700_fp_e_027_b,1741,-5.75625,145.23672,cho_amino_acid,0,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
phei_057,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,1,1700_fp_e_028_b,1748,-5.75626,145.23672,h2o,8,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
phei_057,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,1,1700_fp_e_029_b,1754,-5.7564,145.23682,lipid,20,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
tetr_026,myrmicinae,tetramorium,predator_scavenger,png,png_1700_m,1700,1,1700_fp_e_030_b,1756,-5.75659,145.23682,amino_acid,1,wet,27_oct_2012,natural_rainforest,60,1700_1,FALSE,FALSE
tetr_026,myrmicinae,tetramorium,predator_scavenger,png,png_1700_m,1700,2,1700_fp_e_031_b,1757,-5.75689,145.23676,h2o,2,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
care_001,myrmicinae,carebara,predator_scavenger,png,png_1700_m,1700,2,1700_fp_e_032_b,1758,-5.75701,145.23675,lipid,21,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
tetr_026,myrmicinae,tetramorium,predator_scavenger,png,png_1700_m,1700,2,1700_fp_e_033_b,1757,-5.7571,145.23673,amino_acid,4,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_034_b,1766,-5.75707,145.23665,cho,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
tetr_026,myrmicinae,tetramorium,predator_scavenger,png,png_1700_m,1700,2,1700_fp_e_035_b,1768,-5.75712,145.23662,cho_amino_acid,1,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_036_b,1772,-5.75712,145.23661,nacl,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_037_b,1779,-5.75713,145.23661,cho,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_038_b,1780,-5.75727,145.23648,h2o,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_039_b,1786,-5.75728,145.23648,cho_amino_acid,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
tetr_026,myrmicinae,tetramorium,predator_scavenger,png,png_1700_m,1700,2,1700_fp_e_040_b,1794,-5.75746,145.23652,nacl,1,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_041_b,1799,-5.7575,145.23651,amino_acid,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_042_b,1810,-5.75749,145.23648,h2o,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_043_b,1823,-5.75748,145.23643,nacl,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_044_b,1830,-5.75752,145.2364,cho,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
anon_013,dolichoderinae,anonychomyrma,generalistic,png,png_1700_m,1700,2,1700_fp_e_045_b,1837,-5.75757,145.2364,cho_amino_acid,1,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
para_015,formicinae,nylanderia,generalistic,png,png_1700_m,1700,2,1700_fp_e_045_b,1837,-5.75757,145.2364,cho_amino_acid,4,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
anon_003,dolichoderinae,anonychomyrma,generalistic,png,png_1700_m,1700,2,1700_fp_e_046_b,1841,-5.75765,145.2364,amino_acid,2,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
tetr_026,myrmicinae,tetramorium,predator_scavenger,png,png_1700_m,1700,2,1700_fp_e_047_b,1850,-5.7577,145.23637,lipid,9,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_048_b,1859,-5.75777,145.23638,h2o,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
phei_057,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,2,1700_fp_e_049_b,1879,-5.75782,145.23634,amino_acid,2,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_050_b,1875,-5.75782,145.23633,cho_amino_acid,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_051_b,1879,-5.75787,145.2363,cho,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
phei_057,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,2,1700_fp_e_052_b,1886,-5.75797,145.23625,lipid,1,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
phei_057,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,2,1700_fp_e_053_b,1893,-5.75808,145.23618,lipid,37,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
phei_053,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,2,1700_fp_e_054_b,1897,-5.75815,145.23617,nacl,2,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_055_b,1897,-5.75819,145.23614,cho,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_056_b,1907,-5.75818,145.23615,h2o,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
phei_044,myrmicinae,pheidole,generalistic,png,png_1700_m,1700,2,1700_fp_e_057_b,1915,-5.75811,145.23607,cho_amino_acid,13,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_058_b,1924,-5.75809,145.23602,lipid,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_059_b,1936,-5.75809,145.236,amino_acid,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
NA,NA,NA,NA,png,png_1700_m,1700,2,1700_fp_e_060_b,1952,-5.75828,145.2359,nacl,0,wet,27_oct_2012,natural_rainforest,60,1700_2,FALSE,FALSE
phil_001,dolichoderinae,philidris,generalistic,png,png_2200_m,2200,1,2200_fp_d_001_a,2445,-5.76318,145.17891,cho_amino_acid,2,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
prol_004,formicinae,prolasius,generalistic,png,png_2200_m,2200,1,2200_fp_d_002_a,2448,-5.76311,145.17892,lipid,10,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
phil_001,dolichoderinae,philidris,generalistic,png,png_2200_m,2200,1,2200_fp_d_003_a,2443,-5.76306,145.17893,nacl,4,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_004_a,2442,-5.76297,145.17894,h2o,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
prol_004,formicinae,prolasius,generalistic,png,png_2200_m,2200,1,2200_fp_d_005_a,2433,-5.76291,145.17891,cho,1,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_006_a,2432,-5.76284,145.17899,amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_007_a,2430,-5.76284,145.17906,lipid,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_008_a,2424,-5.7628,145.17912,nacl,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_009_a,2421,-5.76271,145.17915,h2o,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_010_a,2417,-5.76266,145.1792,cho,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_011_a,2415,-5.76262,145.17919,amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
prol_004,formicinae,prolasius,generalistic,png,png_2200_m,2200,1,2200_fp_d_012_a,2408,-5.76255,145.17925,cho_amino_acid,1,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_013_a,2403,-5.76243,145.17932,h2o,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_014_a,2403,-5.76243,145.17932,nacl,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_015_a,2400,-5.76237,145.17933,cho_amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_016_a,2394,-5.7623,145.17934,lipid,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_017_a,2384,-5.76222,145.17931,amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_018_a,2383,-5.76215,145.17933,cho,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_019_a,2374,-5.76207,145.17935,h2o,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_020_a,2374,-5.762,145.17934,nacl,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_021_a,2365,-5.76194,145.17934,cho_amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_022_a,2372,-5.76189,145.17936,lipid,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_023_a,2369,-5.76182,145.17935,amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_024_a,2366,-5.76174,145.17934,cho,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_025_a,2367,-5.76166,145.17934,h2o,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_026_a,2365,-5.76158,145.17933,nacl,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_027_a,2362,-5.7615,145.17933,cho_amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_028_a,2365,-5.76144,145.17933,lipid,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_029_a,2368,-5.76134,145.17933,amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_030_a,2362,-5.76128,145.17932,cho,0,dry,9_jun_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_031_a,2365,-5.76087,145.17939,h2o,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_032_a,2364,-5.76081,145.17942,nacl,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_033_a,2360,-5.76074,145.17948,cho_amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_034_a,2362,-5.76071,145.17951,lipid,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_035_a,2356,-5.76063,145.17955,amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_036_a,2354,-5.76056,145.17961,cho,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
phil_001,dolichoderinae,philidris,generalistic,png,png_2200_m,2200,2,2200_fp_d_037_a,2349,-5.76048,145.17964,cho_amino_acid,1,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
voll_009,myrmicinae,vollenhovia,predator_scavenger,png,png_2200_m,2200,2,2200_fp_d_037_a,2349,-5.76048,145.17964,cho_amino_acid,3,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_038_a,2345,-5.76041,145.17966,h2o,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
ancy_001,myrmicinae,ancyridris,predator_scavenger,png,png_2200_m,2200,2,2200_fp_d_039_a,2345,-5.76036,145.17969,nacl,7,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
prol_004,formicinae,prolasius,generalistic,png,png_2200_m,2200,2,2200_fp_d_039_a,2345,-5.76036,145.17969,nacl,1,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_040_a,2340,-5.76029,145.1797,lipid,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_041_a,2333,-5.7602,145.17972,amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_042_a,2337,-5.76015,145.17975,cho,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_043_a,2333,-5.76007,145.17979,nacl,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_044_a,2334,-5.76,145.17984,lipid,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_045_a,2332,-5.75994,145.17988,cho_amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_046_a,2333,-5.75987,145.17995,amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
phil_001,dolichoderinae,philidris,generalistic,png,png_2200_m,2200,2,2200_fp_d_047_a,2335,-5.75982,145.17998,cho,21,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
tetr_027,myrmicinae,tetramorium,predator_scavenger,png,png_2200_m,2200,2,2200_fp_d_047_a,2335,-5.75982,145.17998,cho,1,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
anon_008,dolichoderinae,anonychomyrma,generalistic,png,png_2200_m,2200,2,2200_fp_d_048_a,2334,-5.75977,145.18004,h2o,1,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_049_a,2336,-5.75972,145.1801,amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_050_a,2345,-5.75964,145.18011,nacl,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_051_a,2335,-5.75965,145.18021,cho_amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_052_a,2332,-5.75954,145.18029,cho,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_053_a,2330,-5.75962,145.18039,lipid,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_054_a,2328,-5.75962,145.18048,h2o,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_055_a,2329,-5.75957,145.18055,nacl,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
ancy_001,myrmicinae,ancyridris,predator_scavenger,png,png_2200_m,2200,2,2200_fp_d_056_a,2329,-5.75953,145.18062,cho,1,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_057_a,2324,-5.75944,145.18067,cho_amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_058_a,2329,-5.75941,145.18071,lipid,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_059_a,2329,-5.75936,145.18076,amino_acid,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,2,2200_fp_d_060_a,2326,-5.75928,145.18082,h2o,0,dry,9_jun_2012,natural_rainforest,60,2200_2,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_001_b,2445,-5.76318,145.17891,cho,0,wet,24_oct_2012,natural_rainforest,60,2200_1,FALSE,FALSE
ancy_001,myrmicinae,ancyridris,predator_scavenger,png,png_2200_m,2200,1,2200_fp_d_002_b,2448,-5.76311,145.17892,lipid,1,wet,24_oct_2012,natural_rainforest,60,2200_1,FALSE,FALSE
NA,NA,NA,NA,png,png_2200_m,2200,1,2200_fp_d_003_b,2443,-5.76306,145.17893,cho,0,wet,24_oct_2012,natural_rainforest,60,2200_1,FALSE,FALSE
