sp_code,subfamily,genus,guild,regions,sites,elevational_bands,transect_number,trap_number_code,elevation,latitude,longitude,bait_type,abundance,seasons,dates,habitat,exposure_time,et_pcode,exl_food_pref,excl_occupancy
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_a_4_t_1,1544,NA,NA,h2o,0,wet,20_apr_2014,natural_rainforest,180,1500_20,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_a_4_t_2,1544,NA,NA,nacl,6,wet,20_apr_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_a_4_t_3,1544,NA,NA,amino_acid,0,wet,20_apr_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_a_4_t_4,1544,NA,NA,cho,0,wet,20_apr_2014,natural_rainforest,180,1500_20,FALSE,FALSE
pheidole_sp_27,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_a_4_t_5,1544,NA,NA,cho_amino_acid,5,wet,20_apr_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_a_4_t_6,1544,NA,NA,lipid,0,wet,20_apr_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_a_5_t_1,1544,NA,NA,h2o,0,wet,20_apr_2014,natural_rainforest,180,1500_20,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_a_5_t_2,1544,NA,NA,nacl,2,wet,20_apr_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_a_5_t_3,1544,NA,NA,amino_acid,0,wet,20_apr_2014,natural_rainforest,180,1500_20,FALSE,FALSE
pheidole_sp_28,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_a_5_t_4,1544,NA,NA,cho,2,wet,20_apr_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_a_5_t_5,1544,NA,NA,cho_amino_acid,0,wet,20_apr_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_a_5_t_6,1544,NA,NA,lipid,0,wet,20_apr_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_b_1_t_1,1544,NA,NA,h2o,0,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_b_1_t_2,1544,NA,NA,nacl,0,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_b_1_t_3,1544,NA,NA,amino_acid,0,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
pheidole_sp_27,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_1_t_4,1544,NA,NA,cho,6,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_b_1_t_5,1544,NA,NA,cho_amino_acid,0,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_1_t_6,1544,NA,NA,lipid,14,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_b_2_t_1,1544,NA,NA,h2o,0,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_b_2_t_2,1544,NA,NA,nacl,0,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_b_2_t_3,1544,NA,NA,amino_acid,0,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
crematogaster_nigropilosa,myrmicinae,crematogaster,herbivorous_trophobiotic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_2_t_4,1544,NA,NA,cho,10,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_2_t_4,1544,NA,NA,cho,1,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
crematogaster_nigropilosa,myrmicinae,crematogaster,herbivorous_trophobiotic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_2_t_5,1544,NA,NA,cho_amino_acid,3,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_2_t_5,1544,NA,NA,cho_amino_acid,2,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
pheidole_sp_42,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_2_t_6,1544,NA,NA,lipid,3,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_2_t_6,1544,NA,NA,lipid,19,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_b_3_t_1,1544,NA,NA,h2o,0,dry,21_oct_2014,natural_rainforest,190,1500_20,FALSE,FALSE
crematogaster_nigropilosa,myrmicinae,crematogaster,herbivorous_trophobiotic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_3_t_2,1544,NA,NA,nacl,1,dry,21_oct_2014,natural_rainforest,190,1500_20,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_3_t_2,1544,NA,NA,nacl,1,dry,21_oct_2014,natural_rainforest,190,1500_20,FALSE,FALSE
solenopsis_ec_08,myrmicinae,solenopsis,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_3_t_3,1544,NA,NA,amino_acid,1,dry,21_oct_2014,natural_rainforest,190,1500_20,FALSE,FALSE
crematogaster_nigropilosa,myrmicinae,crematogaster,herbivorous_trophobiotic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_3_t_4,1544,NA,NA,cho,14,dry,21_oct_2014,natural_rainforest,190,1500_20,FALSE,FALSE
solenopsis_ec_08,myrmicinae,solenopsis,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_3_t_4,1544,NA,NA,cho,1,dry,21_oct_2014,natural_rainforest,190,1500_20,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_3_t_5,1544,NA,NA,cho_amino_acid,18,dry,21_oct_2014,natural_rainforest,190,1500_20,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_3_t_6,1544,NA,NA,lipid,6,dry,21_oct_2014,natural_rainforest,190,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_b_4_t_1,1544,NA,NA,h2o,0,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
pheidole_ec_36,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_4_t_2,1544,NA,NA,nacl,8,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
pheidole_sp_18,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_4_t_3,1544,NA,NA,amino_acid,1,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_b_4_t_4,1544,NA,NA,cho,0,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_b_4_t_5,1544,NA,NA,cho_amino_acid,0,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
pheidole_sp_27,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_4_t_6,1544,NA,NA,lipid,1,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
crematogaster_nigropilosa,myrmicinae,crematogaster,herbivorous_trophobiotic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_5_t_1,1544,NA,NA,h2o,8,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
solenopsis_ec_08,myrmicinae,solenopsis,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_5_t_2,1544,NA,NA,nacl,1,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_5_t_3,1544,NA,NA,amino_acid,2,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
solenopsis_ec_10,myrmicinae,solenopsis,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_5_t_4,1544,NA,NA,cho,1,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
pheidole_sp_18,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,20,15_u_20_b_5_t_5,1544,NA,NA,cho_amino_acid,2,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,20,15_u_20_b_5_t_6,1544,NA,NA,lipid,0,dry,21_oct_2014,natural_rainforest,180,1500_20,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_1_t_1,1518,NA,NA,h2o,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_1_t_2,1518,NA,NA,nacl,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_1_t_3,1518,NA,NA,amino_acid,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_1_t_4,1518,NA,NA,cho,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_1_t_5,1518,NA,NA,cho_amino_acid,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_1_t_6,1518,NA,NA,lipid,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
megalomyrmex_ec_05,myrmicinae,megalomyrmex,predator_scavenger,ecuador,ecuador_1500_m,1500,30,15_u_30_a_2_t_1,1518,NA,NA,h2o,1,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_2_t_2,1518,NA,NA,nacl,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_2_t_3,1518,NA,NA,amino_acid,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_18,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_a_2_t_4,1518,NA,NA,cho,5,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_2_t_5,1518,NA,NA,cho_amino_acid,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_23,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_a_2_t_6,1518,NA,NA,lipid,1,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_3_t_1,1518,NA,NA,h2o,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_28,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_a_3_t_2,1518,NA,NA,nacl,4,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_28,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_a_3_t_2,1518,NA,NA,nacl,2,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_a_3_t_2,1518,NA,NA,nacl,1,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_3_t_3,1518,NA,NA,amino_acid,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_a_3_t_4,1518,NA,NA,cho,1,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_23,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_a_3_t_5,1518,NA,NA,cho_amino_acid,1,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_3_t_6,1518,NA,NA,lipid,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_4_t_1,1518,NA,NA,h2o,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_a_4_t_2,1518,NA,NA,nacl,2,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_4_t_3,1518,NA,NA,amino_acid,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_a_4_t_4,1518,NA,NA,cho,1,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_4_t_5,1518,NA,NA,cho_amino_acid,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_4_t_6,1518,NA,NA,lipid,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_5_t_1,1518,NA,NA,h2o,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_5_t_2,1518,NA,NA,nacl,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_a_5_t_3,1518,NA,NA,amino_acid,0,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
nylanderia_ec_21,formicinae,nylanderia,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_a_5_t_4,1518,NA,NA,cho,4,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_a_5_t_5,1518,NA,NA,cho_amino_acid,5,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_a_5_t_6,1518,NA,NA,lipid,1,wet,21_apr_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_b_1_t_1,1518,NA,NA,h2o,0,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
solenopsis_ec_08,myrmicinae,solenopsis,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_1_t_2,1518,NA,NA,nacl,1,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_b_1_t_3,1518,NA,NA,amino_acid,0,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_b_1_t_4,1518,NA,NA,cho,0,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_b_1_t_5,1518,NA,NA,cho_amino_acid,0,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_1_t_6,1518,NA,NA,lipid,1,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_b_2_t_1,1518,NA,NA,h2o,0,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
nylanderia_ec_13,formicinae,nylanderia,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_2_t_2,1518,NA,NA,nacl,6,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_2_t_2,1518,NA,NA,nacl,10,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_b_2_t_3,1518,NA,NA,amino_acid,0,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
nylanderia_ec_21,formicinae,nylanderia,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_2_t_4,1518,NA,NA,cho,1,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
crematogaster_nigropilosa,myrmicinae,crematogaster,herbivorous_trophobiotic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_2_t_4,1518,NA,NA,cho,8,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
solenopsis_ec_08,myrmicinae,solenopsis,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_2_t_5,1518,NA,NA,cho_amino_acid,1,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_2_t_6,1518,NA,NA,lipid,5,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_10,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_2_t_6,1518,NA,NA,lipid,5,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_b_3_t_1,1518,NA,NA,h2o,0,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_3_t_2,1518,NA,NA,nacl,7,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_b_3_t_3,1518,NA,NA,amino_acid,0,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_28,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_3_t_4,1518,NA,NA,cho,1,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
nylanderia_ec_13,formicinae,nylanderia,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_3_t_4,1518,NA,NA,cho,5,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_b_3_t_5,1518,NA,NA,cho_amino_acid,0,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_3_t_6,1518,NA,NA,lipid,88,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
crematogaster_nigropilosa,myrmicinae,crematogaster,herbivorous_trophobiotic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_3_t_6,1518,NA,NA,lipid,3,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_b_4_t_1,1518,NA,NA,h2o,0,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_4_t_2,1518,NA,NA,nacl,2,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
crematogaster_nigropilosa,myrmicinae,crematogaster,herbivorous_trophobiotic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_4_t_2,1518,NA,NA,nacl,2,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_b_4_t_3,1518,NA,NA,amino_acid,0,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
crematogaster_nigropilosa,myrmicinae,crematogaster,herbivorous_trophobiotic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_4_t_4,1518,NA,NA,cho,4,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_b_4_t_5,1518,NA,NA,cho_amino_acid,0,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_b_4_t_6,1518,NA,NA,lipid,0,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
crematogaster_nigropilosa,myrmicinae,crematogaster,herbivorous_trophobiotic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_5_t_1,1518,NA,NA,h2o,1,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_18,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_5_t_2,1518,NA,NA,nacl,19,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_b_5_t_3,1518,NA,NA,amino_acid,0,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_1500_m,1500,30,15_u_30_b_5_t_4,1518,NA,NA,cho,0,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_22,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_5_t_5,1518,NA,NA,cho_amino_acid,7,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
pheidole_sp_22,myrmicinae,pheidole,generalistic,ecuador,ecuador_1500_m,1500,30,15_u_30_b_5_t_6,1518,NA,NA,lipid,20,dry,22_oct_2014,natural_rainforest,180,1500_30,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_2000_m,2000,10,20_u_10_a_1_t_1,2024,NA,NA,h2o,0,wet,10_may_2014,natural_rainforest,280,2000_10,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_2000_m,2000,10,20_u_10_a_1_t_2,2024,NA,NA,nacl,0,wet,10_may_2014,natural_rainforest,280,2000_10,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_2000_m,2000,10,20_u_10_a_1_t_3,2024,NA,NA,amino_acid,0,wet,10_may_2014,natural_rainforest,280,2000_10,FALSE,FALSE
pheidole_sp_21,myrmicinae,pheidole,generalistic,ecuador,ecuador_2000_m,2000,10,20_u_10_a_1_t_4,2024,NA,NA,cho,2,wet,10_may_2014,natural_rainforest,280,2000_10,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_2000_m,2000,10,20_u_10_a_1_t_5,2024,NA,NA,cho_amino_acid,0,wet,10_may_2014,natural_rainforest,280,2000_10,FALSE,FALSE
megalomyrmex_ec_05,myrmicinae,megalomyrmex,predator_scavenger,ecuador,ecuador_2000_m,2000,10,20_u_10_a_1_t_6,2024,NA,NA,lipid,2,wet,10_may_2014,natural_rainforest,270,2000_10,FALSE,FALSE
solenopsis_ec_07,myrmicinae,solenopsis,generalistic,ecuador,ecuador_2000_m,2000,10,20_u_10_a_1_t_6,2024,NA,NA,lipid,1,wet,10_may_2014,natural_rainforest,270,2000_10,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_2000_m,2000,10,20_u_10_a_2_t_1,2024,NA,NA,h2o,0,wet,10_may_2014,natural_rainforest,260,2000_10,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_2000_m,2000,10,20_u_10_a_2_t_2,2024,NA,NA,nacl,0,wet,10_may_2014,natural_rainforest,260,2000_10,FALSE,FALSE
NA,NA,NA,NA,ecuador,ecuador_2000_m,2000,10,20_u_10_a_2_t_3,2024,NA,NA,amino_acid,0,wet,10_may_2014,natural_rainforest,260,2000_10,FALSE,FALSE
solenopsis_ec_07,myrmicinae,solenopsis,generalistic,ecuador,ecuador_2000_m,2000,10,20_u_10_a_2_t_4,2024,NA,NA,cho,7,wet,10_may_2014,natural_rainforest,260,2000_10,FALSE,FALSE
pheidole_sp_13,myrmicinae,pheidole,generalistic,ecuador,ecuador_2000_m,2000,10,20_u_10_a_2_t_5,2024,NA,NA,cho_amino_acid,1,wet,10_may_2014,natural_rainforest,260,2000_10,FALSE,FALSE
pheidole_sp_13,myrmicinae,pheidole,generalistic,ecuador,ecuador_2000_m,2000,10,20_u_10_a_2_t_5,2024,NA,NA,cho_amino_acid,3,wet,10_may_2014,natural_rainforest,260,2000_10,FALSE,FALSE
megalomyrmex_ec_05,myrmicinae,megalomyrmex,predator_scavenger,ecuador,ecuador_2000_m,2000,10,20_u_10_a_2_t_6,2024,NA,NA,lipid,2,wet,10_may_2014,natural_rainforest,260,2000_10,FALSE,FALSE
