sp_code,subfamily,genus,guild,regions,sites,elevational_bands,transect_number,trap_number_code,elevation,latitude,longitude,bait_type,abundance,seasons,dates,habitat,exposure_time,et_pcode,excluded_for_nutrient_ratios_analyses,excluded_for_total_bait_occupancy_analysis
ANOP001,Formicinae,Anoplolepis,Generalistic,PNG,PNG_200m,200,2,200-FP-H041-B,246,-5.7352,145.33211,NaCl,191,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
ANOP001,Formicinae,Anoplolepis,Generalistic,PNG,PNG_200m,200,2,200-FP-H042-B,246,-5.73518,145.33208,Lipid,1,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
CARE007,Myrmicinae,Carebara,Predator/Scavenger,PNG,PNG_200m,200,2,200-FP-H042-B,246,-5.73518,145.33208,Lipid,258,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
PHEI019,Myrmicinae,Pheidole,Generalistic,PNG,PNG_200m,200,2,200-FP-H043-B,245,-5.73507,145.33205,Amino Acid,1,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
NA,NA,NA,NA,PNG,PNG_200m,200,2,200-FP-H044-B,245,-5.735,145.33186,CHO + Amino Acid,0,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
ANOP001,Formicinae,Anoplolepis,Generalistic,PNG,PNG_200m,200,2,200-FP-H045-B,243,-5.73497,145.33177,CHO,2,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
PHEI019,Myrmicinae,Pheidole,Generalistic,PNG,PNG_200m,200,2,200-FP-H045-B,243,-5.73497,145.33177,CHO,1,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
NA,NA,NA,NA,PNG,PNG_200m,200,2,200-FP-H046-B,248,-5.73488,145.33162,H2O,0,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
OECO001,Formicinae,Oecophylla,Generalistic,PNG,PNG_200m,200,2,200-FP-H047-B,245,-5.73501,145.33151,NaCl,5,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
PHEI004,Myrmicinae,Pheidole,Generalistic,PNG,PNG_200m,200,2,200-FP-H048-B,245,-5.73507,145.33144,Lipid,34,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
PHEI019,Myrmicinae,Pheidole,Generalistic,PNG,PNG_200m,200,2,200-FP-H049-B,252,-5.735,145.33146,Amino Acid,1,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
PARA005,Formicinae,Nylanderia,Generalistic,PNG,PNG_200m,200,2,200-FP-H050-B,253,-5.73502,145.33146,CHO + Amino Acid,6,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
PARA005,Formicinae,Nylanderia,Generalistic,PNG,PNG_200m,200,2,200-FP-H051-B,257,-5.73503,145.33132,CHO,13,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
NA,NA,NA,NA,PNG,PNG_200m,200,2,200-FP-H052-B,256,-5.73494,145.33128,H2O,0,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
PHEI019,Myrmicinae,Pheidole,Generalistic,PNG,PNG_200m,200,2,200-FP-H053-B,256,-5.73498,145.33128,NaCl,3,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
CREM010,Myrmicinae,Crematogaster,Generalistic,PNG,PNG_200m,200,2,200-FP-H054-B,259,-5.73494,145.33113,Lipid,215,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
PHEI019,Myrmicinae,Pheidole,Generalistic,PNG,PNG_200m,200,2,200-FP-H054-B,259,-5.73494,145.33113,Lipid,1,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
ODON001,Ponerinae,Odontomachus,Predator/Scavenger,PNG,PNG_200m,200,2,200-FP-H055-B,260,-5.73482,145.33103,Lipid,1,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
PHEI019,Myrmicinae,Pheidole,Generalistic,PNG,PNG_200m,200,2,200-FP-H055-B,260,-5.73482,145.33103,Lipid,9,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
ODON001,Ponerinae,Odontomachus,Predator/Scavenger,PNG,PNG_200m,200,2,200-FP-H056-B,263,-5.73476,145.33101,NaCl,1,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
NA,NA,NA,NA,PNG,PNG_200m,200,2,200-FP-H057-B,262,-5.73476,145.33089,H2O,0,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
RHYT002,Ectatomminae,Rhytidoponera,Predator/Scavenger,PNG,PNG_200m,200,2,200-FP-H058-B,264,-5.73471,145.33087,CHO,3,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
MONO002,Myrmicinae,Monomorium,Generalistic,PNG,PNG_200m,200,2,200-FP-H059-B,264,-5.7346,145.33085,CHO + Amino Acid,1,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
PHEI019,Myrmicinae,Pheidole,Generalistic,PNG,PNG_200m,200,2,200-FP-H059-B,264,-5.7346,145.33085,CHO + Amino Acid,2,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
PHEI019,Myrmicinae,Pheidole,Generalistic,PNG,PNG_200m,200,2,200-FP-H060-B,263,-5.73464,145.33076,Amino Acid,2,Wet,6-Nov-2012,Natural rainforest,60,200_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G001-A,673,-5.73383,145.25197,Lipid,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
RHYT001,Ectatomminae,Rhytidoponera,Predator/Scavenger,PNG,PNG_700m,700,1,700-FP-G002-A,675,-5.73375,145.25197,CHO,2,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G003-A,677,-5.7338,145.25221,CHO + Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G004-A,682,-5.73375,145.25212,NaCl,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G005-A,684,-5.73366,145.25217,H2O,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G006-A,698,-5.7336,145.25248,Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
CAMP035,Formicinae,Camponotus,Herbivorous/Trophobiotic,PNG,PNG_700m,700,1,700-FP-G007-A,702,-5.73344,145.25257,CHO,1,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G008-A,691,-5.73363,145.25247,NaCl,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G009-A,693,-5.73363,145.25251,CHO + Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G010-A,698,-5.7336,145.25248,Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
APHA001,Myrmicinae,Aphaenogaster,Generalistic,PNG,PNG_700m,700,1,700-FP-G011-A,702,-5.73344,145.25257,Lipid,20,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G012-A,704,-5.73341,145.25253,H2O,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
POLY041,Formicinae,Polyrhachis,Herbivorous/Trophobiotic,PNG,PNG_700m,700,1,700-FP-G013-A,707,-5.73335,145.25255,CHO,2,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G014-A,709,-5.73338,145.25252,NaCl,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G015-A,712,-5.73337,145.25276,H2O,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G016-A,726,-5.73314,145.25287,CHO + Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
CARE007,Myrmicinae,Carebara,Predator/Scavenger,PNG,PNG_700m,700,1,700-FP-G017-A,720,-5.73335,145.25278,Lipid,40,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G018-A,722,-5.73321,145.25284,Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
RHYT005,Ectatomminae,Rhytidoponera,Predator/Scavenger,PNG,PNG_700m,700,1,700-FP-G019-A,726,-5.73314,145.25287,CHO,7,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G020-A,729,-5.73317,145.25294,CHO + Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G021-A,733,-5.7331,145.25308,NaCl,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
TETR028,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_700m,700,1,700-FP-G022-A,735,-5.733,145.25312,Lipid,1,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
PHEI019,Myrmicinae,Pheidole,Generalistic,PNG,PNG_700m,700,1,700-FP-G022-A,735,-5.733,145.25312,Lipid,32,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G023-A,738,-5.73297,145.25314,H2O,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G024-A,741,-5.73285,145.25316,Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
RHYT001,Ectatomminae,Rhytidoponera,Predator/Scavenger,PNG,PNG_700m,700,1,700-FP-G025-A,751,-5.73276,145.25346,CHO,1,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G026-A,747,-5.73288,145.25334,NaCl,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G027-A,747,-5.73283,145.25335,CHO + Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G028-A,749,-5.7328,145.25344,Lipid,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G029-A,751,-5.73276,145.25346,Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
POLY041,Formicinae,Polyrhachis,Herbivorous/Trophobiotic,PNG,PNG_700m,700,1,700-FP-G030-A,752,-5.73268,145.25357,H2O,2,Dry,31-Jul-2012,Natural rainforest,60,700_1,NO,NO
PHIL001,Dolichoderinae,Philidris,Generalistic,PNG,PNG_700m,700,2,700-FP-G031-A,753,-5.73253,145.25382,Lipid,4,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
RHYT001,Ectatomminae,Rhytidoponera,Predator/Scavenger,PNG,PNG_700m,700,2,700-FP-G031-A,753,-5.73253,145.25382,Lipid,2,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G032-A,754,-5.73247,145.25386,H2O,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G033-A,756,-5.73236,145.25394,NaCl,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G034-A,759,-5.73233,145.25397,Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G035-A,761,-5.73232,145.25392,CHO,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G036-A,764,-5.73241,145.25396,CHO + Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
RHYT001,Ectatomminae,Rhytidoponera,Predator/Scavenger,PNG,PNG_700m,700,2,700-FP-G037-A,767,-5.73243,145.25401,Lipid,1,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
TETR018,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_700m,700,2,700-FP-G037-A,767,-5.73243,145.25401,Lipid,7,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G038-A,768,-5.73243,145.25402,NaCl,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G039-A,770,-5.73229,145.25417,CHO + Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G040-A,773,-5.73226,145.25423,H2O,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G041-A,774,-5.73217,145.25421,Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G042-A,777,-5.73216,145.25421,Lipid,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G043-A,778,-5.73214,145.25423,H2O,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G044-A,780,-5.73202,145.25423,CHO,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
LEPM002,Dolichoderinae,Leptomyrmex,Generalistic,PNG,PNG_700m,700,2,700-FP-G045-A,780,-5.73197,145.25426,NaCl,1,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
RHYT002,Ectatomminae,Rhytidoponera,Predator/Scavenger,PNG,PNG_700m,700,2,700-FP-G046-A,781,-5.7319,145.25426,CHO + Amino Acid,2,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
STRU001,Myrmicinae,Strumigenys,Predator/Scavenger,PNG,PNG_700m,700,2,700-FP-G046-A,781,-5.7319,145.25426,CHO + Amino Acid,2,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
CAMP034,Formicinae,Camponotus,Herbivorous/Trophobiotic,PNG,PNG_700m,700,2,700-FP-G047-A,782,-5.73189,145.25424,Amino Acid,1,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
CREM014,Myrmicinae,Crematogaster,Generalistic,PNG,PNG_700m,700,2,700-FP-G047-A,782,-5.73189,145.25424,Amino Acid,1,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
STRU001,Myrmicinae,Strumigenys,Predator/Scavenger,PNG,PNG_700m,700,2,700-FP-G048-A,783,-5.73188,145.25425,CHO,1,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
RHYT001,Ectatomminae,Rhytidoponera,Predator/Scavenger,PNG,PNG_700m,700,2,700-FP-G049-A,783,-5.7317,145.25437,Lipid,1,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G050-A,784,-5.73159,145.25443,CHO,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
POLY041,Formicinae,Polyrhachis,Herbivorous/Trophobiotic,PNG,PNG_700m,700,2,700-FP-G051-A,782,-5.7316,145.25443,NaCl,25,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G052-A,781,-5.73159,145.25444,H2O,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
RHYT001,Ectatomminae,Rhytidoponera,Predator/Scavenger,PNG,PNG_700m,700,2,700-FP-G053-A,782,-5.73151,145.25457,Amino Acid,2,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G054-A,780,-5.73146,145.25471,CHO + Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G055-A,780,-5.73136,145.2547,CHO,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G056-A,778,-5.73127,145.25475,Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G057-A,777,-5.73121,145.25483,Lipid,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G058-A,776,-5.73115,145.25484,NaCl,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G059-A,776,-5.73108,145.25488000000001,H2O,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G060-A,776,-5.73098,145.25501,CHO + Amino Acid,0,Dry,31-Jul-2012,Natural rainforest,60,700_2,NO,NO
PHEI055,Myrmicinae,Pheidole,Generalistic,PNG,PNG_700m,700,1,700-FP-G001-B,673,-5.73383,145.25197,H2O,1,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G002-B,675,-5.73375,145.25197,CHO,0,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
PHEI019,Myrmicinae,Pheidole,Generalistic,PNG,PNG_700m,700,1,700-FP-G003-B,677,-5.7338,145.25221,NaCl,1,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G004-B,682,-5.73375,145.25212,Amino Acid,0,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
OECO001,Formicinae,Oecophylla,Generalistic,PNG,PNG_700m,700,1,700-FP-G005-B,684,-5.73366,145.25217,CHO + Amino Acid,3,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
PHEI038,Myrmicinae,Pheidole,Generalistic,PNG,PNG_700m,700,1,700-FP-G005-B,684,-5.73366,145.25217,CHO + Amino Acid,1,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
PHEI055,Myrmicinae,Pheidole,Generalistic,PNG,PNG_700m,700,1,700-FP-G005-B,684,-5.73366,145.25217,CHO + Amino Acid,1,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
PHEI004,Myrmicinae,Pheidole,Generalistic,PNG,PNG_700m,700,1,700-FP-G006-B,698,-5.7336,145.25248,Lipid,24,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
OECO001,Formicinae,Oecophylla,Generalistic,PNG,PNG_700m,700,1,700-FP-G007-B,702,-5.73344,145.25257,H2O,4,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
PARA010,Formicinae,Paraparatrechina,Generalistic,PNG,PNG_700m,700,1,700-FP-G007-B,702,-5.73344,145.25257,H2O,1,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
OECO001,Formicinae,Oecophylla,Generalistic,PNG,PNG_700m,700,1,700-FP-G008-B,691,-5.73363,145.25247,NaCl,3,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
ANON009,Dolichoderinae,Anonychomyrma,Generalistic,PNG,PNG_700m,700,1,700-FP-G009-B,693,-5.73363,145.25251,CHO,5,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
ANON014,Dolichoderinae,Anonychomyrma,Generalistic,PNG,PNG_700m,700,1,700-FP-G009-B,693,-5.73363,145.25251,CHO,1,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
PHEI004,Myrmicinae,Pheidole,Generalistic,PNG,PNG_700m,700,1,700-FP-G009-B,693,-5.73363,145.25251,CHO,7,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
PHEI055,Myrmicinae,Pheidole,Generalistic,PNG,PNG_700m,700,1,700-FP-G009-B,693,-5.73363,145.25251,CHO,5,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
ANON012,Dolichoderinae,Anonychomyrma,Generalistic,PNG,PNG_700m,700,1,700-FP-G010-B,698,-5.7336,145.25248,Amino Acid,5,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
ANON009,Dolichoderinae,Anonychomyrma,Generalistic,PNG,PNG_700m,700,1,700-FP-G011-B,702,-5.73344,145.25257,CHO + Amino Acid,54,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
PHEI004,Myrmicinae,Pheidole,Generalistic,PNG,PNG_700m,700,1,700-FP-G012-B,704,-5.73341,145.25253,Lipid,5,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
PHEI019,Myrmicinae,Pheidole,Generalistic,PNG,PNG_700m,700,1,700-FP-G012-B,704,-5.73341,145.25253,Lipid,8,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G013-B,707,-5.73335,145.25255,H2O,0,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
ANON009,Dolichoderinae,Anonychomyrma,Generalistic,PNG,PNG_700m,700,1,700-FP-G014-B,709,-5.73338,145.25252,NaCl,1,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
CAMP001,Formicinae,Colobopsis,Herbivorous/Trophobiotic,PNG,PNG_700m,700,1,700-FP-G014-B,709,-5.73338,145.25252,NaCl,4,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
TETR029,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_700m,700,1,700-FP-G014-B,709,-5.73338,145.25252,NaCl,4,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
PARA007,Formicinae,Nylanderia,Generalistic,PNG,PNG_700m,700,1,700-FP-G015-B,712,-5.73337,145.25276,CHO,1,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G016-B,726,-5.73314,145.25287,Amino Acid,0,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
MERA002,Myrmicinae,Meranoplus,Generalistic,PNG,PNG_700m,700,1,700-FP-G017-B,720,-5.73335,145.25278,Lipid,6,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
PHEI004,Myrmicinae,Pheidole,Generalistic,PNG,PNG_700m,700,1,700-FP-G017-B,720,-5.73335,145.25278,Lipid,13,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
RHYT002,Ectatomminae,Rhytidoponera,Predator/Scavenger,PNG,PNG_700m,700,1,700-FP-G017-B,720,-5.73335,145.25278,Lipid,1,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
PODO003,Myrmicinae,Podomyrma,Generalistic,PNG,PNG_700m,700,1,700-FP-G018-B,722,-5.73321,145.25284,CHO + Amino Acid,1,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
RHYT002,Ectatomminae,Rhytidoponera,Predator/Scavenger,PNG,PNG_700m,700,1,700-FP-G018-B,722,-5.73321,145.25284,CHO + Amino Acid,2,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
ANON014,Dolichoderinae,Anonychomyrma,Generalistic,PNG,PNG_700m,700,1,700-FP-G018-B,722,-5.73321,145.25284,CHO + Amino Acid,6,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G019-B,726,-5.73314,145.25287,H2O,0,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
CREM014,Myrmicinae,Crematogaster,Generalistic,PNG,PNG_700m,700,1,700-FP-G020-B,729,-5.73317,145.25294,NaCl,36,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
TETR029,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_700m,700,1,700-FP-G021-B,733,-5.7331,145.25308,CHO,2,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G022-B,735,-5.733,145.25312,Amino Acid,0,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G023-B,738,-5.73297,145.25314,CHO + Amino Acid,0,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
PHEI019,Myrmicinae,Pheidole,Generalistic,PNG,PNG_700m,700,1,700-FP-G024-B,741,-5.73285,145.25316,Lipid,16,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G025-B,751,-5.73276,145.25346,H2O,0,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G026-B,747,-5.73288,145.25334,NaCl,0,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G027-B,747,-5.73283,145.25335,CHO,0,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G028-B,749,-5.7328,145.25344,Amino Acid,0,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G029-B,751,-5.73276,145.25346,CHO + Amino Acid,0,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,1,700-FP-G030-B,752,-5.73268,145.25357,Lipid,0,Wet,2-Nov-2012,Natural rainforest,60,700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G031-B,753,-5.73253,145.25382,H2O,0,Wet,2-Nov-2012,Natural rainforest,60,700_2,NO,NO
PHEI056,Myrmicinae,Pheidole,Generalistic,PNG,PNG_700m,700,2,700-FP-G032-B,754,-5.73247,145.25386,NaCl,5,Wet,2-Nov-2012,Natural rainforest,60,700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_700m,700,2,700-FP-G033-B,756,-5.73236,145.25394,CHO,0,Wet,2-Nov-2012,Natural rainforest,60,700_2,NO,NO
RHYT001,Ectatomminae,Rhytidoponera,Predator/Scavenger,PNG,PNG_700m,700,2,700-FP-G034-B,759,-5.73233,145.25397,Amino Acid,1,Wet,2-Nov-2012,Natural rainforest,60,700_2,NO,NO
PHEI019,Myrmicinae,Pheidole,Generalistic,PNG,PNG_700m,700,2,700-FP-G035-B,761,-5.73232,145.25392,CHO + Amino Acid,31,Wet,2-Nov-2012,Natural rainforest,60,700_2,NO,NO
